ID,Channel,Purchases
12753218,Web,12
16372261,Web,5
15196010,Web,2
11552174,Web,1
6687490,Web,2
11383193,Web,2
13972950,Web,4
3470315,Web,3
435722,Web,0
6893843,Web,6
16325051,Web,2
402828,Web,9
3039563,Web,5
14228600,Web,5
6755989,Web,4
240504,Web,5
8903673,Web,9
1040479,Web,10
17852,Web,10
16565417,Web,3
649958,Web,3
5483843,Web,4
9394199,Web,3
15201490,Web,6
1311991,Web,5
10036239,Web,1
8640037,Web,3
3894091,Web,4
11115592,Web,3
5112876,Web,6
6850766,Web,12
7941647,Web,1
1876162,Web,8
14418332,Web,2
729841,Web,3
5782105,Web,5
2464314,Web,13
13343674,Web,5
6648140,Web,6
6515163,Web,1
15228107,Web,1
4387727,Web,5
3302705,Web,3
2742228,Web,3
971970,Web,6
3003192,Web,4
5264904,Web,4
9217028,Web,0
8592719,Web,4
4813177,Web,9
194823,Web,4
9925259,Web,9
6063630,Web,3
4738869,Web,3
1035600,Web,9
16081058,Web,4
11688081,Web,7
9223460,Web,3
15412079,Web,2
7110671,Web,4
15964029,Web,8
8080778,Web,6
6518531,Web,2
8436818,Web,3
659496,Web,5
3287557,Web,9
4230515,Web,2
2182544,Web,5
1369459,Web,11
2395535,Web,2
11352463,Web,6
1858385,Web,2
13767021,Web,2
14640562,Web,2
1057316,Web,3
11384955,Web,1
5491607,Web,4
8513043,Web,14
13061321,Web,8
5466230,Web,1
6313393,Web,2
13934154,Web,2
15957826,Web,4
2560651,Web,3
10198100,Web,2
11077421,Web,1
2333011,Web,4
11601178,Web,7
6777573,Web,6
15116692,Web,3
4339751,Web,3
16294928,Web,5
16485101,Web,1
13044900,Web,4
38770,Web,4
4444925,Web,1
14099328,Web,4
6880204,Web,0
9923800,Web,4
5874547,Web,4
14329913,Web,4
4239584,Web,6
11434228,Web,2
4099690,Web,3
16129634,Web,2
533067,Web,4
5586142,Web,6
4769214,Web,2
9260420,Web,8
1527249,Web,4
12819696,Web,1
9675804,Web,5
13206103,Web,6
7998853,Web,5
2047187,Web,4
277462,Web,7
14678486,Web,13
954555,Web,9
13581546,Web,7
12300871,Web,3
998752,Web,3
7625638,Web,2
4478712,Web,8
3169318,Web,1
2624062,Web,6
5499845,Web,4
8508097,Web,3
2753031,Web,13
3911870,Web,2
13038283,Web,3
14324926,Web,2
6462418,Web,7
2122022,Web,5
15122603,Web,3
13762156,Web,5
13911299,Web,12
2789165,Web,8
7721951,Web,4
11095487,Web,2
3160324,Web,6
11850134,Web,7
14309160,Web,2
9765300,Web,9
10815129,Web,3
6064786,Web,4
13985549,Web,3
13330094,Web,4
16249386,Web,7
8325115,Web,6
8224782,Web,6
5101311,Web,5
15087782,Web,3
5590033,Web,8
12083505,Web,8
4119431,Web,4
12858661,Web,4
14903130,Web,5
12017469,Web,5
14061687,Web,3
9460518,Web,2
5626964,Web,2
2560371,Web,4
2353838,Web,3
10672521,Web,2
3810456,Web,6
2667800,Web,12
9483248,Web,2
9519651,Web,3
7975463,Web,2
9732422,Web,5
4542081,Web,3
7479070,Web,4
12923066,Web,8
14885055,Web,7
1385086,Web,4
9588111,Web,3
10184408,Web,0
2301229,Web,7
4654758,Web,1
6603624,Web,4
9666359,Web,3
11551258,Web,2
7478798,Web,4
7564872,Web,0
6824969,Web,1
1055949,Web,4
13337731,Web,2
5583734,Web,2
837130,Web,9
1091542,Web,3
5325886,Web,2
7028005,Web,5
15417181,Web,7
10638209,Web,5
13540514,Web,12
6599404,Web,12
15989553,Web,4
3853612,Web,7
14640420,Web,4
3659961,Web,7
9989530,Web,10
2918720,Web,2
5749921,Web,2
404820,Web,5
13268197,Web,3
373952,Web,2
7045866,Web,4
4692455,Web,5
1818078,Web,3
16386238,Web,6
8226051,Web,2
16222295,Web,2
3920777,Web,2
8011874,Web,5
9826448,Web,1
4928651,Web,6
13622975,Web,2
6546580,Web,6
9198929,Web,4
16408454,Web,3
10024107,Web,4
4600382,Web,4
725550,Web,2
2222600,Web,4
3160250,Web,5
11138190,Web,4
15251287,Web,2
16236468,Web,6
4192418,Web,3
5004722,Web,4
2572263,Web,13
12644476,Web,4
5632284,Web,2
2886286,Web,2
938026,Web,3
15124817,Web,8
237386,Web,2
10093196,Web,2
13365438,Web,4
16200972,Web,6
5011953,Web,6
11956877,Web,5
5287667,Web,1
1325569,Web,2
4357294,Web,1
4131081,Web,5
4409537,Web,5
1035777,Web,0
16055558,Web,1
1599141,Web,2
6236739,Web,2
11845580,Web,6
5924845,Web,6
5662453,Web,3
1872617,Web,7
10929437,Web,11
8301363,Web,9
186578,Web,8
15908583,Web,3
795535,Web,9
180598,Web,3
5632177,Web,5
9039039,Web,8
4225642,Web,1
8189973,Web,0
8779935,Web,4
5316941,Web,2
547924,Web,5
8127596,Web,12
639519,Web,4
2308686,Web,6
405400,Web,4
14777113,Web,0
10440071,Web,3
2216176,Web,5
13421727,Web,5
12504649,Web,4
9300496,Web,4
13646394,Web,4
4241942,Web,4
9181959,Web,1
5727236,Web,4
3684813,Web,3
2637211,Web,1
6204602,Web,4
14045227,Web,5
6494572,Web,2
14820695,Web,5
7757534,Web,4
14157269,Web,4
6053130,Web,1
1473995,Web,7
4228415,Web,7
8635749,Web,4
14685644,Web,6
8990537,Web,6
8260886,Web,9
11624253,Web,1
4994475,Web,1
5902874,Web,3
1799319,Web,6
2010091,Web,2
9895615,Web,4
6358433,Web,4
16261373,Web,6
4396154,Web,1
11994100,Web,3
5938629,Web,2
11415284,Web,5
10923658,Web,2
9617632,Web,3
12905551,Web,2
12359126,Web,1
16523529,Web,2
13328344,Web,7
324210,Web,2
620836,Web,3
12682241,Web,2
13916856,Web,8
12492446,Web,3
2215189,Web,2
5516325,Web,1
7617997,Web,13
11953351,Web,2
4104896,Web,2
11931337,Web,5
10902641,Web,5
7415796,Web,1
2231516,Web,2
15375851,Web,4
12376456,Web,3
5348825,Web,4
15339292,Web,5
14657222,Web,5
9048726,Web,5
1473772,Web,1
2917537,Web,7
8685975,Web,2
2555279,Web,9
13103055,Web,5
13830149,Web,7
15404141,Web,2
13460020,Web,10
3905906,Web,5
10304510,Web,2
10754785,Web,8
3576618,Web,7
14904299,Web,2
2980259,Web,0
15168515,Web,2
15895179,Web,2
1866415,Web,3
13217840,Web,10
6792729,Web,2
14421467,Web,2
3086502,Web,5
16404486,Web,5
15730553,Web,4
3852714,Web,3
11371102,Web,4
15519949,Web,1
11991810,Web,6
7073462,Web,1
3795098,Web,5
9841004,Web,2
10850235,Web,2
15850811,Web,2
14847795,Web,4
9038709,Web,7
14856869,Web,3
7591393,Web,3
103404,Web,7
5081016,Web,1
1741989,Web,4
2234114,Web,4
11056633,Web,0
7760616,Web,4
5987089,Web,7
6922592,Web,2
7689258,Web,5
10279667,Web,1
2602634,Web,3
3383209,Web,12
15294414,Web,0
13458387,Web,5
13905313,Web,2
10163302,Web,9
15476877,Web,1
12763843,Web,3
7829335,Web,2
2879761,Web,2
6942846,Web,2
5358888,Web,12
5360321,Web,5
10414063,Web,5
7913109,Web,4
9719954,Web,2
7101157,Web,1
12880234,Web,11
5334372,Web,3
3806164,Web,2
2205013,Web,1
6878934,Web,7
2967104,Web,5
2528896,Web,4
11698189,Web,2
16629015,Web,6
8980138,Web,3
11767540,Web,4
2848815,Web,7
9117481,Web,1
9307271,Web,7
448874,Web,4
11697642,Web,6
16525285,Web,1
14648406,Web,2
4138950,Web,8
3045710,Web,5
3071785,Web,4
8841888,Web,7
4317819,Web,2
3394246,Web,4
1057204,Web,0
4949463,Web,2
16222914,Web,3
4248889,Web,2
5341224,Web,2
7590178,Web,4
4228483,Web,8
14187576,Web,6
11582291,Web,1
9773764,Web,2
10270903,Web,1
8011343,Web,12
419977,Web,4
13031389,Web,9
2978368,Web,13
6246150,Web,12
14303205,Web,1
7635348,Web,9
4283965,Web,3
9847696,Web,1
13160166,Web,3
1984581,Web,5
2740123,Web,8
16030521,Web,5
9292682,Web,7
3183616,Web,2
9935675,Web,3
815856,Web,8
11151139,Web,4
670900,Web,4
2294572,Web,11
12220276,Web,5
9937872,Web,3
15239037,Web,5
13608091,Web,2
12095601,Web,2
11581238,Web,2
12728125,Web,1
280244,Web,2
4737576,Web,3
415809,Web,2
800656,Web,2
10697868,Web,7
2663128,Web,4
8386096,Web,4
12953360,Web,4
7506906,Web,3
4251810,Web,1
11941080,Web,3
9514425,Web,5
14866855,Web,2
7940003,Web,4
12254117,Web,5
6478600,Web,3
11633570,Web,9
3688313,Web,10
16668261,Web,2
4526221,Web,4
565806,Web,1
13845541,Web,2
6254846,Web,5
7605337,Web,4
5877137,Web,3
12627275,Web,9
13004771,Web,5
15726098,Web,2
16456479,Web,1
3448997,Web,2
2335442,Web,2
8211963,Web,5
6003697,Web,8
4954693,Web,3
6468105,Web,9
12720007,Web,8
9864296,Web,5
13444263,Web,4
16028012,Web,2
8463112,Web,0
5664958,Web,2
11265149,Web,6
496637,Web,3
5485874,Web,5
13761585,Web,3
11276743,Web,1
13612163,Web,8
1869562,Web,6
9525121,Web,1
1191440,Web,11
45681,Web,2
2470890,Web,2
3330554,Web,9
14098730,Web,2
3886708,Web,1
5541538,Web,12
1272284,Web,4
1614364,Web,2
9793987,Web,4
2312995,Web,3
9630507,Web,2
7687875,Web,7
8922551,Web,3
2485322,Web,4
15906126,Web,2
11012930,Web,6
3048206,Web,2
12442569,Web,6
125343,Web,2
10997159,Web,2
6076379,Web,12
11824495,Web,2
13895488,Web,3
7277805,Web,2
5277731,Web,4
9045098,Web,5
3259959,Web,3
5238221,Web,4
4074322,Web,2
809246,Web,6
6878360,Web,6
12847014,Web,4
14051530,Web,5
10935289,Web,5
8952518,Web,7
3732499,Web,7
4090228,Web,1
10180114,Web,4
1012701,Web,2
11483766,Web,5
14498866,Web,10
16433970,Web,6
11690107,Web,4
3210181,Web,4
9360027,Web,3
711201,Web,5
9433829,Web,10
9478296,Web,4
1414991,Web,3
13507219,Web,11
10112154,Web,2
2989102,Web,11
15740614,Web,4
8308179,Web,3
844879,Web,2
14758184,Web,3
15092762,Web,3
1677968,Web,3
6072601,Web,13
471467,Web,6
1826248,Web,9
10290150,Web,9
2976530,Web,2
6731782,Web,3
7256168,Web,3
4706232,Web,5
16756475,Web,1
13504490,Web,3
14291870,Web,2
8875428,Web,0
1845994,Web,5
14851541,Web,3
15148531,Web,2
10008964,Web,1
10510768,Web,9
13556545,Web,3
4048094,Web,5
6401998,Web,7
10698248,Web,5
6931800,Web,8
12760940,Web,4
15451232,Web,6
2175398,Web,1
3979747,Web,3
5927934,Web,2
1605684,Web,3
5264500,Web,8
10240292,Web,11
2774801,Web,5
3525969,Web,4
5575402,Web,5
7064777,Web,3
12633755,Web,1
6572430,Web,3
11484407,Web,12
13140188,Web,3
464236,Web,4
10920934,Web,5
5767996,Web,1
12251870,Web,8
9034540,Web,4
11506514,Web,9
6941572,Web,3
4170083,Web,6
5779623,Web,4
10919903,Web,2
693578,Web,14
16348371,Web,8
14320517,Web,3
7392299,Web,1
13746139,Web,5
14407336,Web,2
7962064,Web,2
2458472,Web,1
7437149,Web,12
4239927,Web,3
5520395,Web,4
16621177,Web,2
9638637,Web,2
8969785,Web,2
10150452,Web,6
13221861,Web,7
4269481,Web,4
1345631,Web,6
3904958,Web,3
9556890,Web,5
6788667,Web,3
9831030,Web,5
7784539,Web,2
6368046,Web,11
10438566,Web,2
5951433,Web,6
387086,Web,4
5649204,Web,3
13018418,Web,9
12478166,Web,2
12990182,Web,3
6520476,Web,2
6135273,Web,4
13277473,Web,2
13836452,Web,4
12055203,Web,3
15178657,Web,3
2065014,Web,7
1998324,Web,3
9049804,Web,8
8348884,Web,5
3625832,Web,4
2569113,Web,11
3182440,Web,5
14156433,Web,1
7119830,Web,5
14603816,Web,11
2583678,Web,4
9126550,Web,4
13300827,Web,1
12853678,Web,3
8773466,Web,2
7653846,Web,4
13325618,Web,10
14249011,Web,11
14580010,Web,7
6880991,Web,3
12677804,Web,2
7174529,Web,6
13398344,Web,0
5560111,Web,3
13346237,Web,3
6288060,Web,1
14673516,Web,5
1052616,Web,4
3276568,Web,8
1626562,Web,3
9986153,Web,2
8790055,Web,2
13722198,Web,11
4696906,Web,4
9344026,Web,3
3444975,Web,3
11267755,Web,2
15405546,Web,5
15892781,Web,0
10522457,Web,0
11332677,Web,2
6905039,Web,5
14033496,Web,5
3671489,Web,11
15316824,Web,9
12113907,Web,0
14387183,Web,6
13847191,Web,6
13463514,Web,4
6388809,Web,3
10554787,Web,2
862206,Web,2
13348510,Web,4
5175076,Web,6
7191272,Web,2
4896054,Web,5
7735398,Web,1
3163257,Web,9
12444778,Web,3
15236573,Web,3
3689712,Web,1
6026340,Web,2
1612460,Web,10
2107205,Web,3
14714327,Web,4
6375843,Web,5
3078199,Web,2
192150,Web,5
1683473,Web,4
3086574,Web,5
16290825,Web,4
3896463,Web,3
2454310,Web,8
14338188,Web,13
13896431,Web,1
9689848,Web,3
4313881,Web,5
678146,Web,7
15139069,Web,1
6297006,Web,2
5704037,Web,4
3775857,Web,6
11208098,Web,5
9896818,Web,2
14868222,Web,9
13211217,Web,2
5089541,Web,4
2112917,Web,6
14747069,Web,8
1695518,Web,4
10371368,Web,5
6173352,Web,4
5152939,Web,8
259162,Web,3
7879716,Web,10
16254514,Web,3
10238715,Web,5
12715716,Web,3
709055,Web,4
7071807,Web,4
15719575,Web,1
12711165,Web,1
2904323,Web,1
14868741,Web,1
8781943,Web,1
11616038,Web,4
13167911,Web,1
15448089,Web,8
6032259,Web,9
4968503,Web,1
4921047,Web,13
3227196,Web,0
12000942,Web,6
14509238,Web,14
9418163,Web,6
15297880,Web,2
832571,Web,1
5761018,Web,4
2696046,Web,8
2192480,Web,6
1170080,Web,3
15821889,Web,4
5024616,Web,8
6109908,Web,12
4197564,Web,2
2262023,Web,4
16101992,Web,6
9652021,Web,3
4037447,Web,3
6301431,Web,2
3273067,Web,4
14586143,Web,8
11603767,Web,0
16092632,Web,3
9562925,Web,1
3556515,Web,3
3718138,Web,6
8070670,Web,3
1314566,Web,9
10899180,Web,2
30466,Web,3
14038480,Web,3
1561925,Web,14
4315406,Web,4
1188427,Web,0
16611994,Web,3
15600210,Web,3
9217879,Web,3
5548069,Web,4
10722119,Web,9
465682,Web,2
13362504,Web,3
13446733,Web,2
12372705,Web,4
2947984,Web,2
7235628,Web,4
6472173,Web,12
2636844,Web,9
10790404,Web,3
1380235,Web,6
659644,Web,1
7286051,Web,6
3971170,Web,6
4433515,Web,2
5908945,Web,1
10295469,Web,2
5565178,Web,9
5526242,Web,6
7949674,Web,3
6685153,Web,2
5364730,Web,4
449901,Web,7
451043,Web,2
2273452,Web,6
6740711,Web,2
6853311,Web,3
6219103,Web,9
3218478,Web,5
9075988,Web,5
1484934,Web,2
12446768,Web,6
10009416,Web,9
11368217,Web,1
13328737,Web,7
2121945,Web,3
1578089,Web,4
5636426,Web,0
1769936,Web,9
6442365,Web,1
7744066,Web,7
1985606,Web,12
16411173,Web,2
2495383,Web,3
12177627,Web,2
2321268,Web,2
11835595,Web,14
9662549,Web,4
7820109,Web,5
15472208,Web,1
16024161,Web,8
14038706,Web,8
9631269,Web,0
1206292,Web,1
10550102,Web,8
12447914,Web,2
7528954,Web,2
14138139,Web,4
1616660,Web,5
15627600,Web,5
395110,Web,11
4138473,Web,6
5160033,Web,3
14149555,Web,5
12717003,Web,2
5076640,Web,6
3140621,Web,5
16271672,Web,10
1803379,Web,3
9244660,Web,3
6291662,Web,3
10564878,Web,3
3270010,Web,3
476621,Web,2
181351,Web,4
7123966,Web,4
8492192,Web,6
12985301,Web,6
14488332,Web,1
1783914,Web,2
1051295,Web,10
1805121,Web,2
4913685,Web,9
1890275,Web,1
3476208,Web,3
5618589,Web,0
5170387,Web,4
7918359,Web,2
4813640,Web,12
12185746,Web,2
1592762,Web,2
8412790,Web,1
3505930,Web,2
15763716,Web,6
795461,Web,6
12273412,Web,1
10493101,Web,4
4168431,Web,7
5644629,Web,0
5293771,Web,5
629998,Web,7
5884340,Web,1
3290830,Web,4
3755770,Web,5
15849180,Web,2
4828335,Web,1
6916780,Web,2
14710532,Web,2
12836523,Web,5
11689940,Web,3
3352606,Web,7
7085419,Web,9
7284555,Web,4
10736748,Web,7
3826143,Web,2
8739096,Web,7
10902362,Web,2
16645044,Web,0
14910270,Web,12
10214926,Web,0
5348007,Web,3
4844246,Web,5
4209003,Web,7
16159754,Web,4
1243246,Web,2
4407197,Web,2
2308380,Web,1
3502362,Web,3
7905511,Web,11
10812601,Web,9
8732940,Web,3
16763099,Web,3
4216472,Web,4
13582207,Web,3
14776313,Web,3
13705737,Web,3
12128787,Web,9
13024714,Web,3
3146257,Web,2
2745654,Web,13
15286245,Web,2
449115,Web,5
14705162,Web,3
2577991,Web,6
7859929,Web,9
6610185,Web,4
4168607,Web,2
16767899,Web,3
4234301,Web,5
8510724,Web,5
15075785,Web,3
14184520,Web,1
14753953,Web,4
16357310,Web,0
12089448,Web,13
1536686,Web,8
1282965,Web,5
3128498,Web,4
14588021,Web,1
27929,Web,2
421364,Web,2
15435002,Web,5
12854213,Web,3
7819029,Web,2
4856398,Web,3
7169199,Web,6
12252093,Web,3
6594618,Web,13
12059442,Web,2
4755744,Web,3
243003,Web,4
10927052,Web,2
9087777,Web,12
9228663,Web,2
6889518,Web,8
13879629,Web,6
6733120,Web,2
16033449,Web,4
10002410,Web,5
1812376,Web,7
8684415,Web,13
790419,Web,2
4238720,Web,5
675874,Web,7
6270349,Web,2
12452448,Web,5
11803706,Web,0
12946988,Web,4
9928668,Web,11
13536032,Web,2
12928571,Web,4
14931420,Web,5
14012865,Web,2
2504210,Web,4
1854450,Web,11
12472663,Web,4
1527684,Web,2
5856636,Web,2
8410570,Web,0
1748796,Web,5
10042304,Web,2
620495,Web,4
16588833,Web,4
4608007,Web,3
11973846,Web,2
5490378,Web,13
2074465,Web,6
7623844,Web,5
11332044,Web,7
2112952,Web,3
4689258,Web,12
16058904,Web,3
15710682,Web,2
3131398,Web,3
8228805,Web,2
2172966,Web,6
14984595,Web,14
4455163,Web,3
10475723,Web,6
7274016,Web,3
8979237,Web,7
12421376,Web,5
16026479,Web,4
2993608,Web,6
2150369,Web,3
1706671,Web,4
15623785,Web,2
1741584,Web,4
5211321,Web,12
5666996,Web,2
4835534,Web,4
7475758,Web,3
15048233,Web,4
15393641,Web,3
2249578,Web,10
1232559,Web,6
1311151,Web,6
3259965,Web,4
8773680,Web,3
573393,Web,0
4304966,Web,6
6613885,Web,3
14232890,Web,5
7783482,Web,1
7275503,Web,12
15868718,Web,3
2990210,Web,1
4992479,Web,4
9631262,Web,4
10348480,Web,2
9771544,Web,7
2336806,Web,2
3804004,Web,5
12424881,Web,2
15617017,Web,7
10141701,Web,4
15099996,Web,2
4941236,Web,8
12402674,Web,6
9865824,Web,5
16554014,Web,8
7480877,Web,9
4238952,Web,7
11870556,Web,6
4679793,Web,3
8530369,Web,7
2756561,Web,1
13653923,Web,4
14136934,Web,2
9822457,Web,1
7354924,Web,7
5502205,Web,2
15194688,Web,4
12031274,Web,3
6656756,Web,1
5767874,Web,5
3101724,Web,2
9827966,Web,1
4379859,Web,9
361468,Web,13
4070000,Web,1
6512129,Web,3
2132091,Web,3
1823477,Web,6
12602019,Web,4
9142309,Web,8
13952912,Web,2
11915738,Web,4
12643960,Web,8
743146,Web,3
10691140,Web,5
1578617,Web,5
2022795,Web,2
4407566,Web,6
5699127,Web,2
6442475,Web,1
529197,Web,13
8949738,Web,12
16593894,Web,8
5873225,Web,0
8778513,Web,8
4693909,Web,2
16566777,Web,1
2139615,Web,4
13098056,Web,2
15615557,Web,4
6160307,Web,0
8970017,Web,3
1803904,Web,4
9588148,Web,3
11363961,Web,6
1800738,Web,2
14195417,Web,2
11511502,Web,3
11809570,Web,3
5849077,Web,6
4294034,Web,3
9126253,Web,6
13962272,Web,2
12550396,Web,4
14315028,Web,1
11898395,Web,1
4375203,Web,8
15376645,Web,0
7348474,Web,4
7844667,Web,1
4281629,Web,3
5605262,Web,1
3825136,Web,3
10772495,Web,13
7309975,Web,2
10101685,Web,7
15381407,Web,1
13093641,Web,1
408419,Web,1
2523172,Web,10
14379681,Web,5
6375044,Web,4
9009082,Web,4
11565471,Web,5
10912189,Web,5
8868025,Web,5
13482302,Web,4
16630476,Web,1
14019059,Web,4
5306107,Web,9
3515960,Web,4
10511195,Web,8
9263557,Web,5
9759554,Web,4
12538481,Web,2
12502726,Web,8
6108453,Web,4
13264908,Web,4
16136668,Web,2
7919595,Web,2
12030569,Web,4
357355,Web,2
14494556,Web,6
3886727,Web,1
796824,Web,3
4065951,Web,3
14266653,Web,2
6553587,Web,2
9523228,Web,3
12726480,Web,2
14864580,Web,1
576600,Web,12
14946881,Web,9
15827972,Web,0
14933846,Web,7
858064,Web,3
1329648,Web,1
4685616,Web,4
16555767,Web,3
9445467,Web,4
4470062,Web,4
2837619,Web,6
10510468,Web,0
8237749,Web,2
11108040,Web,5
5424888,Web,3
15757027,Web,5
5347094,Web,6
15309368,Web,4
4998738,Web,4
5222297,Web,2
2316266,Web,8
1026128,Web,1
10382081,Web,7
13949495,Web,6
2547714,Web,4
8116270,Web,5
8794758,Web,2
2886835,Web,5
3658085,Web,13
4262030,Web,2
4664187,Web,3
9859032,Web,2
2738817,Web,4
5716439,Web,5
6132823,Web,1
9724544,Web,4
6301195,Web,5
16313305,Web,7
3453628,Web,3
14262070,Web,4
5113233,Web,7
7257779,Web,3
754888,Web,3
5680096,Web,8
7243376,Web,2
13285274,Web,4
902246,Web,6
7281187,Web,6
4116446,Web,3
14644437,Web,1
817915,Web,6
11962292,Web,5
4949263,Web,1
8467886,Web,3
15774235,Web,9
8660881,Web,6
1958766,Web,3
6010570,Web,9
11100317,Web,0
4716233,Web,1
15196654,Web,1
13513847,Web,3
5690850,Web,5
16514952,Web,4
334522,Web,3
10398225,Web,1
14954792,Web,2
12398659,Web,9
13470040,Web,8
4434877,Web,13
7577518,Web,2
7357979,Web,4
12547733,Web,4
4029675,Web,3
10315303,Web,9
12219872,Web,2
889907,Web,4
14043341,Web,2
9826473,Web,1
12606103,Web,3
16446825,Web,6
1883784,Web,4
6751584,Web,6
4694757,Web,4
15403078,Web,3
6166628,Web,2
11226284,Web,6
629138,Web,8
409224,Web,3
597799,Web,2
5720908,Web,6
13829511,Web,2
428382,Web,1
11890121,Web,3
14062896,Web,5
14989629,Web,2
6372589,Web,3
15636959,Web,4
13181332,Web,4
8228947,Web,9
15366646,Web,3
3981620,Web,2
12182360,Web,11
13647471,Web,5
8456526,Web,5
5141149,Web,3
1464974,Web,5
5190596,Web,3
9370574,Web,3
5843385,Web,4
10328755,Web,5
8948977,Web,3
13972149,Web,1
9686696,Web,6
3926104,Web,3
4707899,Web,2
6023420,Web,4
9988836,Web,2
11495486,Web,1
9506267,Web,2
1412968,Web,3
12252756,Web,4
9400269,Web,4
7728190,Web,6
13482432,Web,4
3880787,Web,4
12898203,Web,1
14722868,Web,2
768259,Web,2
11662482,Web,3
14415127,Web,9
5263603,Web,2
865628,Web,4
3796319,Web,2
1399266,Web,5
6709335,Web,3
6731647,Web,1
5371447,Web,0
176580,Web,3
9227505,Web,3
4679604,Web,4
1938764,Web,10
14016787,Web,0
5782427,Web,6
1948240,Web,8
6451766,Web,3
8121524,Web,6
12114861,Web,2
15994759,Web,3
189205,Web,2
3340613,Web,3
12208221,Web,2
3711027,Web,4
14435451,Web,3
4912950,Web,3
15786365,Web,5
10622077,Web,3
10272,Web,9
618703,Web,2
948262,Web,9
4660054,Web,2
11256894,Web,1
1392847,Web,3
10378954,Web,6
9414515,Web,1
6704978,Web,4
14755444,Web,3
11707098,Web,6
10704762,Web,8
8242761,Web,14
6076287,Web,8
710247,Web,4
13053315,Web,3
13318365,Web,1
4991263,Web,3
7293620,Web,5
361126,Web,2
7367368,Web,5
12050191,Web,0
1849075,Web,2
2836191,Web,1
8536549,Web,1
1923224,Web,4
12288943,Web,3
4184863,Web,2
5377370,Web,2
8111622,Web,6
95029,Web,3
11286788,Web,6
10136422,Web,2
820040,Web,4
12527176,Web,4
16254404,Web,1
9050706,Web,4
3731810,Web,2
5435482,Web,4
15598768,Web,10
16713177,Web,4
12067404,Web,10
4071316,Web,1
14700753,Web,1
7458835,Web,7
16593831,Web,1
14480782,Web,4
4082294,Web,6
9917932,Web,2
4071349,Web,1
8696489,Web,2
14663664,Web,4
16333013,Web,8
8897598,Web,10
1266645,Web,3
1246362,Web,4
3507983,Web,3
3720521,Web,4
11535971,Web,2
15727831,Web,3
7921417,Web,6
11339591,Web,10
4866584,Web,2
10665467,Web,1
5851672,Web,1
4125678,Web,6
8618576,Web,6
9420660,Web,4
6447671,Web,0
14672215,Web,3
8971663,Web,7
689520,Web,2
12979166,Web,6
12370512,Web,4
15781358,Web,3
11778073,Web,1
3866545,Web,4
7740029,Web,2
4128151,Web,3
13242803,Web,3
14551229,Web,7
8766327,Web,8
7469773,Web,3
15423847,Web,1
11439590,Web,6
9135843,Web,5
8249685,Web,4
11439850,Web,12
8698177,Web,4
259636,Web,5
7872959,Web,2
8486300,Web,2
2926668,Web,9
15779617,Web,2
4190186,Web,0
16147709,Web,3
4813958,Web,2
12845775,Web,3
13427008,Web,12
10542861,Web,2
11517399,Web,1
11855470,Web,0
8306119,Web,5
1842328,Web,2
1228712,Web,10
7392014,Web,3
7225189,Web,5
14418135,Web,2
11332693,Web,4
10255191,Web,12
452799,Web,8
